source_record_id,event_id,episode_id,state_code,state_name,county_zone_code,county_zone_name,event_type,hazard_group,begin_datetime,end_datetime,source_type,magnitude,magnitude_type,injuries_direct,injuries_indirect,fatalities_direct,fatalities_indirect,damage_property_text,damage_crops_text,event_narrative,synthetic_record_flag
SRC_EVT_0000088,EVT0000088,EPI000048,SW10,Atlantic Ridge,Z184,Atlantic Ridge Zone 04,Thunderstorm Wind,Convective,2025-08-01T09:04:17Z,2025-08-01T15:26:17Z,Public Report,41.1,KT,0,0,0,0,87.59K,0,Synthetic thunderstorm wind training event in Atlantic Ridge Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000089,EVT0000089,EPI000048,SW09,Gulf Reach,Z165,Gulf Reach Zone 05,Drought,Dry,2025-01-20T07:16:23Z,2025-01-23T12:34:23Z,Public Report,,,0,0,0,0,0,0,Synthetic drought training event in Gulf Reach Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000090,EVT0000090,EPI000049,SW11,Pine Highlands,Z220,Pine Highlands Zone 20,Tornado,Convective,2025-01-23T07:16:24Z,2025-01-23T09:30:24Z,Emergency Manager,2.0,EF,0,0,0,0,12.33K,0,Synthetic tornado training event in Pine Highlands Zone 20; no real incident or person is represented.,Y
SRC_EVT_0000091,EVT0000091,EPI000050,SW09,Gulf Reach,Z174,Gulf Reach Zone 14,Heavy Rain,Flood,2025-06-14T16:21:15Z,2025-06-15T23:20:15Z,Automated Sensor,,,0,0,0,0,0,0,Synthetic heavy rain training event in Gulf Reach Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000092,EVT0000092,EPI000050,SW05,Great Basin,Z095,Great Basin Zone 15,Lightning,Convective,2025-02-02T04:13:31Z,2025-02-02T04:42:31Z,Fire Department,,,0,0,0,0,37.25K,0,Synthetic lightning training event in Great Basin Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000093,EVT0000093,EPI000050,SW04,Red Mesa,Z072,Red Mesa Zone 12,Hail,Convective,2025-02-07T22:03:03Z,2025-02-07T23:17:03Z,Fire Department,1.1,IN,1,0,0,0,0,0,Synthetic hail training event in Red Mesa Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000094,EVT0000094,EPI000051,SW05,Great Basin,Z097,Great Basin Zone 17,Thunderstorm Wind,Convective,2025-12-21T21:39:13Z,2025-12-22T05:20:13Z,Media,65.7,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Great Basin Zone 17; no real incident or person is represented.,Y
SRC_EVT_0000095,EVT0000095,EPI000052,SW10,Atlantic Ridge,Z195,Atlantic Ridge Zone 15,Thunderstorm Wind,Convective,2025-06-26T12:55:46Z,2025-06-26T23:48:46Z,Public Report,56.2,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Atlantic Ridge Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000096,EVT0000096,EPI000053,SW08,River Valley,Z157,River Valley Zone 17,Lightning,Convective,2025-05-13T13:44:34Z,2025-05-13T14:43:34Z,Emergency Manager,,,0,0,0,0,0,0,Synthetic lightning training event in River Valley Zone 17; no real incident or person is represented.,Y
SRC_EVT_0000097,EVT0000097,EPI000054,SW11,Pine Highlands,Z218,Pine Highlands Zone 18,Thunderstorm Wind,Convective,2025-02-08T20:18:08Z,2025-02-09T00:21:08Z,Automated Sensor,83.2,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000098,EVT0000098,EPI000055,SW02,Cascade,Z027,Cascade Zone 07,Heavy Rain,Flood,2025-05-31T00:01:45Z,2025-06-01T09:40:45Z,Emergency Manager,,,0,0,0,0,0,0,Synthetic heavy rain training event in Cascade Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000099,EVT0000099,EPI000055,SW01,North Coast,Z014,North Coast Zone 14,Winter Storm,Winter,2025-02-18T23:58:25Z,2025-02-24T21:48:25Z,Media,,,0,0,0,0,0,0,Synthetic winter storm training event in North Coast Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000100,EVT0000100,EPI000055,SW10,Atlantic Ridge,Z196,Atlantic Ridge Zone 16,Strong Wind,Wind,2025-01-05T17:31:54Z,2025-01-05T18:35:54Z,Trained Spotter,43.7,KT,0,0,0,0,0,0,Synthetic strong wind training event in Atlantic Ridge Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000101,EVT0000101,EPI000056,SW08,River Valley,Z145,River Valley Zone 05,High Wind,Wind,2025-10-04T16:08:38Z,2025-10-04T21:39:38Z,Automated Sensor,41.1,KT,0,0,0,0,13.38K,0,Synthetic high wind training event in River Valley Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000102,EVT0000102,EPI000056,SW05,Great Basin,Z098,Great Basin Zone 18,Thunderstorm Wind,Convective,2025-04-10T02:18:15Z,2025-04-10T03:01:15Z,Automated Sensor,24.6,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Great Basin Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000103,EVT0000103,EPI000057,SW09,Gulf Reach,Z178,Gulf Reach Zone 18,High Wind,Wind,2025-04-19T05:19:34Z,2025-04-19T15:49:34Z,Public Report,67.0,KT,0,0,0,0,0,0,Synthetic high wind training event in Gulf Reach Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000104,EVT0000104,EPI000057,SW11,Pine Highlands,Z216,Pine Highlands Zone 16,Strong Wind,Wind,2025-02-19T09:16:38Z,2025-02-19T13:06:38Z,Automated Sensor,27.8,KT,0,0,0,0,0,0,Synthetic strong wind training event in Pine Highlands Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000105,EVT0000105,EPI000057,SW04,Red Mesa,Z061,Red Mesa Zone 01,High Wind,Wind,2025-04-11T10:09:15Z,2025-04-11T15:23:15Z,Automated Sensor,61.9,KT,0,0,0,0,0,0,Synthetic high wind training event in Red Mesa Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000106,EVT0000106,EPI000058,SW07,Lake Country,Z127,Lake Country Zone 07,Thunderstorm Wind,Convective,2025-07-22T14:44:26Z,2025-07-22T21:11:26Z,Media,48.4,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Lake Country Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000107,EVT0000107,EPI000059,SW10,Atlantic Ridge,Z192,Atlantic Ridge Zone 12,Heavy Snow,Winter,2025-11-16T11:52:32Z,2025-11-23T22:47:32Z,Media,2.56,IN,0,0,0,0,0,109.84K,Synthetic heavy snow training event in Atlantic Ridge Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000108,EVT0000108,EPI000059,SW02,Cascade,Z035,Cascade Zone 15,Flash Flood,Flood,2025-05-07T08:35:24Z,2025-05-07T15:55:24Z,Media,,,0,0,0,0,110.61K,0,Synthetic flash flood training event in Cascade Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000109,EVT0000109,EPI000059,SW05,Great Basin,Z084,Great Basin Zone 04,Dust Storm,Visibility,2025-04-23T22:59:18Z,2025-04-24T07:04:18Z,Fire Department,0.13,MI,0,0,0,0,0,0,Synthetic dust storm training event in Great Basin Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000110,EVT0000110,EPI000059,SW09,Gulf Reach,Z163,Gulf Reach Zone 03,Winter Storm,Winter,2025-03-06T22:59:45Z,2025-03-09T00:59:45Z,Public Report,,,0,0,0,0,10.70K,27.42K,Synthetic winter storm training event in Gulf Reach Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000111,EVT0000111,EPI000060,SW02,Cascade,Z026,Cascade Zone 06,Rip Current,Coastal,2025-04-20T22:45:47Z,2025-04-23T19:59:47Z,Media,,,0,0,0,0,0,0,Synthetic rip current training event in Cascade Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000112,EVT0000112,EPI000060,SW10,Atlantic Ridge,Z185,Atlantic Ridge Zone 05,Strong Wind,Wind,2025-07-05T13:19:25Z,2025-07-05T20:54:25Z,Fire Department,77.1,KT,0,0,0,0,0,0,Synthetic strong wind training event in Atlantic Ridge Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000113,EVT0000113,EPI000061,SW08,River Valley,Z148,River Valley Zone 08,Thunderstorm Wind,Convective,2025-02-15T01:28:53Z,2025-02-15T11:19:53Z,Media,54.0,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in River Valley Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000114,EVT0000114,EPI000061,SW04,Red Mesa,Z066,Red Mesa Zone 06,Excessive Heat,Temperature,2025-03-30T11:55:42Z,2025-04-05T22:16:42Z,Emergency Manager,112.8,F,0,0,0,0,0,0,Synthetic excessive heat training event in Red Mesa Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000115,EVT0000115,EPI000062,SW10,Atlantic Ridge,Z181,Atlantic Ridge Zone 01,Heavy Snow,Winter,2025-06-14T06:08:31Z,2025-06-21T15:44:31Z,Trained Spotter,0.79,IN,0,0,0,0,12X,0,Synthetic heavy snow training event in Atlantic Ridge Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000116,EVT0000116,EPI000063,SW03,High Plains,Z053,High Plains Zone 13,Heavy Rain,Flood,2025-03-13T12:29:02Z,2025-03-15T08:42:02Z,Media,,,0,0,0,0,0,0,Synthetic heavy rain training event in High Plains Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000117,EVT0000117,EPI000063,SW03,High Plains,Z049,High Plains Zone 09,Ice Storm,Winter,2025-04-18T04:55:50Z,2025-04-25T20:34:50Z,Media,,,0,0,0,0,8.83K,0,Synthetic ice storm training event in High Plains Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000118,EVT0000118,EPI000064,SW12,Northeast Corridor,Z230,Northeast Corridor Zone 10,Funnel Cloud,Convective,2025-09-15T13:29:26Z,2025-09-15T16:05:26Z,Trained Spotter,,,0,0,0,0,616,0,Synthetic funnel cloud training event in Northeast Corridor Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000119,EVT0000119,EPI000064,SW02,Cascade,Z025,Cascade Zone 05,Flash Flood,Flood,2025-12-15T19:04:00Z,2025-12-18T05:12:00Z,Public Report,,,0,0,0,0,56.68K,0,Synthetic flash flood training event in Cascade Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000120,EVT0000120,EPI000064,SW07,Lake Country,Z127,Lake Country Zone 07,High Wind,Wind,2025-11-23T01:44:35Z,2025-11-23T12:43:35Z,Fire Department,58.5,KT,0,0,0,0,0,0,Synthetic high wind training event in Lake Country Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000121,EVT0000121,EPI000064,SW02,Cascade,Z038,Cascade Zone 18,Dense Fog,Visibility,2025-05-15T11:37:16Z,2025-05-15T13:07:16Z,Automated Sensor,0.47,MI,0,0,0,0,0,0,Synthetic dense fog training event in Cascade Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000122,EVT0000122,EPI000065,SW07,Lake Country,Z125,Lake Country Zone 05,Hail,Convective,2025-10-30T11:35:13Z,2025-10-30T11:43:13Z,Media,2.16,IN,0,0,0,0,0,0,Synthetic hail training event in Lake Country Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000123,EVT0000123,EPI000065,SW06,Prairie North,Z102,Prairie North Zone 02,Thunderstorm Wind,Convective,2025-01-08T23:10:43Z,2025-01-09T05:54:43Z,Automated Sensor,44.2,KT,1,0,0,0,1.38K,0,Synthetic thunderstorm wind training event in Prairie North Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000124,EVT0000124,EPI000066,SW07,Lake Country,Z125,Lake Country Zone 05,Heavy Rain,Flood,2025-11-19T22:05:03Z,2025-11-21T05:07:03Z,Trained Spotter,,,0,0,0,0,0,0,Synthetic heavy rain training event in Lake Country Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000125,EVT0000125,EPI000067,SW09,Gulf Reach,Z166,Gulf Reach Zone 06,Winter Storm,Winter,2025-12-09T06:52:31Z,2025-12-16T09:21:31Z,Media,,,0,0,0,0,17.95K,0,Synthetic winter storm training event in Gulf Reach Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000126,EVT0000126,EPI000067,SW11,Pine Highlands,Z212,Pine Highlands Zone 12,Thunderstorm Wind,Convective,2025-03-23T13:14:29Z,2025-03-24T00:02:29Z,Automated Sensor,20.0,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000127,EVT0000127,EPI000067,SW08,River Valley,Z148,River Valley Zone 08,Flash Flood,Flood,2025-01-03T08:41:16Z,2025-01-04T00:00:16Z,Public Report,,,0,0,0,0,0,0,Synthetic flash flood training event in River Valley Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000128,EVT0000128,EPI000067,SW12,Northeast Corridor,Z234,Northeast Corridor Zone 14,Flash Flood,Flood,2025-03-12T16:53:29Z,2025-03-13T05:47:29Z,Fire Department,,,0,0,0,0,45.14K,0,Synthetic flash flood training event in Northeast Corridor Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000129,EVT0000129,EPI000068,SW05,Great Basin,Z097,Great Basin Zone 17,Funnel Cloud,Convective,2025-03-01T22:01:00Z,2025-03-02T00:17:00Z,Emergency Manager,,,0,0,0,0,0,0,Synthetic funnel cloud training event in Great Basin Zone 17; no real incident or person is represented.,Y
SRC_EVT_0000130,EVT0000130,EPI000069,SW06,Prairie North,Z114,Prairie North Zone 14,Heavy Snow,Winter,2025-12-14T13:45:35Z,2025-12-15T05:08:35Z,Emergency Manager,0.9,IN,0,0,0,0,0,0,Synthetic heavy snow training event in Prairie North Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000131,EVT0000131,EPI000070,SW08,River Valley,Z141,River Valley Zone 01,Heavy Rain,Flood,2025-05-25T23:13:26Z,2025-05-26T06:07:26Z,Public Report,,,0,0,0,0,0,6.50K,Synthetic heavy rain training event in River Valley Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000132,EVT0000132,EPI000071,SW03,High Plains,Z059,High Plains Zone 19,Hail,Convective,2025-05-09T19:26:13Z,2025-05-09T20:03:13Z,Emergency Manager,0.3,IN,0,0,0,0,0,0,Synthetic hail training event in High Plains Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000133,EVT0000133,EPI000071,SW11,Pine Highlands,Z219,Pine Highlands Zone 19,Drought,Dry,2025-11-15T16:15:08Z,2025-11-15T21:51:08Z,Emergency Manager,,,0,0,0,0,0,9.44K,Synthetic drought training event in Pine Highlands Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000134,EVT0000134,EPI000072,SW08,River Valley,Z156,River Valley Zone 16,Flood,Flood,2025-08-03T20:30:23Z,2025-08-05T13:03:23Z,Emergency Manager,,,0,0,0,0,15.78K,0,Synthetic flood training event in River Valley Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000135,EVT0000135,EPI000072,SW06,Prairie North,Z111,Prairie North Zone 11,Thunderstorm Wind,Convective,2025-07-01T04:11:28Z,2025-07-01T11:36:28Z,Automated Sensor,40.8,KT,0,0,0,0,26.15K,0,Synthetic thunderstorm wind training event in Prairie North Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000136,EVT0000136,EPI000072,SW07,Lake Country,Z125,Lake Country Zone 05,Extreme Cold,Temperature,2025-07-22T14:18:00Z,2025-07-26T17:52:00Z,Automated Sensor,-1.2,F,1,0,0,0,0,3.78K,Synthetic extreme cold training event in Lake Country Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000137,EVT0000137,EPI000073,SW07,Lake Country,Z128,Lake Country Zone 08,Hail,Convective,2025-07-28T23:47:08Z,2025-07-29T01:03:08Z,Emergency Manager,0.91,IN,0,0,0,0,0,0,Synthetic hail training event in Lake Country Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000138,EVT0000138,EPI000074,SW07,Lake Country,Z123,Lake Country Zone 03,Extreme Cold,Temperature,2025-07-12T11:08:01Z,2025-07-17T23:07:01Z,Public Report,-4.7,F,0,0,0,0,0,0,Synthetic extreme cold training event in Lake Country Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000139,EVT0000139,EPI000075,SW01,North Coast,Z004,North Coast Zone 04,Funnel Cloud,Convective,2025-01-15T05:34:13Z,2025-01-15T08:13:13Z,Public Report,,,0,0,0,0,0,0,Synthetic funnel cloud training event in North Coast Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000140,EVT0000140,EPI000075,SW06,Prairie North,Z114,Prairie North Zone 14,Excessive Heat,Temperature,2025-06-08T07:56:46Z,2025-06-14T11:52:46Z,Public Report,91.8,F,0,0,0,0,0,0,Synthetic excessive heat training event in Prairie North Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000141,EVT0000141,EPI000075,SW01,North Coast,Z014,North Coast Zone 14,Extreme Cold,Temperature,2025-07-08T11:08:52Z,2025-07-09T18:38:52Z,Public Report,-21.4,F,0,0,0,0,0,0,Synthetic extreme cold training event in North Coast Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000142,EVT0000142,EPI000076,SW11,Pine Highlands,Z204,Pine Highlands Zone 04,Thunderstorm Wind,Convective,2025-07-16T21:49:51Z,2025-07-16T23:10:51Z,Media,66.9,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000143,EVT0000143,EPI000077,SW11,Pine Highlands,Z216,Pine Highlands Zone 16,Drought,Dry,2025-05-23T04:01:58Z,2025-05-23T18:24:58Z,Media,,,0,0,0,0,0,0,Synthetic drought training event in Pine Highlands Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000144,EVT0000144,EPI000077,SW05,Great Basin,Z087,Great Basin Zone 07,Strong Wind,Wind,2025-07-29T16:43:27Z,2025-07-30T04:12:27Z,Trained Spotter,52.6,KT,0,0,0,0,0,0,Synthetic strong wind training event in Great Basin Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000145,EVT0000145,EPI000077,SW03,High Plains,Z051,High Plains Zone 11,Heavy Snow,Winter,2025-04-18T23:53:56Z,2025-04-19T11:51:56Z,Fire Department,0.58,IN,0,0,0,0,0,0,Synthetic heavy snow training event in High Plains Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000146,EVT0000146,EPI000077,SW06,Prairie North,Z104,Prairie North Zone 04,Strong Wind,Wind,2025-11-23T12:33:26Z,2025-11-23T18:23:26Z,Public Report,57.0,KT,0,0,0,0,0,0,Synthetic strong wind training event in Prairie North Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000147,EVT0000147,EPI000078,SW04,Red Mesa,Z075,Red Mesa Zone 15,Heavy Rain,Flood,2025-03-07T10:38:03Z,2025-03-08T15:07:03Z,Media,,,0,0,0,0,0,0,Synthetic heavy rain training event in Red Mesa Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000148,EVT0000148,EPI000079,SW01,North Coast,Z015,North Coast Zone 15,Flood,Flood,2025-11-16T07:48:21Z,2025-11-18T04:42:21Z,Fire Department,,,0,0,0,0,0,0,Synthetic flood training event in North Coast Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000149,EVT0000149,EPI000079,SW03,High Plains,Z052,High Plains Zone 12,Flash Flood,Flood,2025-05-04T05:33:19Z,2025-05-05T11:16:19Z,Fire Department,,,0,0,0,0,0,0,Synthetic flash flood training event in High Plains Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000150,EVT0000150,EPI000079,SW01,North Coast,Z010,North Coast Zone 10,Hail,Convective,2025-08-31T05:58:21Z,2025-08-31T06:22:21Z,Automated Sensor,1.3,IN,0,0,0,0,0,0,Synthetic hail training event in North Coast Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000151,EVT0000151,EPI000080,SW11,Pine Highlands,Z216,Pine Highlands Zone 16,Heavy Rain,Flood,2025-11-27T08:55:07Z,2025-11-27T19:15:07Z,Emergency Manager,,,0,0,0,0,0,0,Synthetic heavy rain training event in Pine Highlands Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000152,EVT0000152,EPI000081,SW09,Gulf Reach,Z172,Gulf Reach Zone 12,Winter Storm,Winter,2025-05-28T17:02:42Z,2025-05-30T14:17:42Z,Automated Sensor,,,1,0,0,0,0,0,Synthetic winter storm training event in Gulf Reach Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000153,EVT0000153,EPI000082,SW07,Lake Country,Z128,Lake Country Zone 08,Rip Current,Coastal,2025-09-18T22:16:16Z,2025-09-21T02:30:16Z,Automated Sensor,,,0,0,0,0,0,0,Synthetic rip current training event in Lake Country Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000154,EVT0000154,EPI000083,SW12,Northeast Corridor,Z230,Northeast Corridor Zone 10,Thunderstorm Wind,Convective,2025-03-03T12:05:30Z,2025-03-03T13:58:30Z,Trained Spotter,46.7,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Northeast Corridor Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000155,EVT0000155,EPI000084,SW07,Lake Country,Z139,Lake Country Zone 19,High Wind,Wind,2025-03-03T13:39:15Z,2025-03-03T14:51:15Z,Fire Department,32.6,KT,0,0,0,0,0,0,Synthetic high wind training event in Lake Country Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000156,EVT0000156,EPI000085,SW05,Great Basin,Z090,Great Basin Zone 10,Cold/Wind Chill,Temperature,2025-12-04T00:42:46Z,2025-12-09T03:20:46Z,Automated Sensor,-18.2,F,0,0,0,0,0,0,Synthetic cold/wind chill training event in Great Basin Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000157,EVT0000157,EPI000085,SW08,River Valley,Z144,River Valley Zone 04,Flash Flood,Flood,2025-09-07T17:47:42Z,2025-09-08T05:49:42Z,Fire Department,,,0,0,0,0,25.55K,0,Synthetic flash flood training event in River Valley Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000158,EVT0000158,EPI000086,SW04,Red Mesa,Z074,Red Mesa Zone 14,Extreme Cold,Temperature,2025-02-17T15:28:46Z,2025-02-21T07:28:46Z,Fire Department,-11.4,F,0,0,0,0,0,0,Synthetic extreme cold training event in Red Mesa Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000159,EVT0000159,EPI000087,SW01,North Coast,Z003,North Coast Zone 03,Blizzard,Winter,2025-02-04T03:33:56Z,2025-02-07T11:36:56Z,Fire Department,70.4,KT,1,0,0,0,4.15K,0,Synthetic blizzard training event in North Coast Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000160,EVT0000160,EPI000088,SW02,Cascade,Z028,Cascade Zone 08,Excessive Heat,Temperature,2025-08-12T14:45:47Z,2025-08-13T17:35:47Z,Emergency Manager,101.8,F,0,0,0,0,0,0,Synthetic excessive heat training event in Cascade Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000161,EVT0000161,EPI000089,SW04,Red Mesa,Z071,Red Mesa Zone 11,Heavy Rain,Flood,2025-08-16T06:49:42Z,2025-08-17T05:43:42Z,Automated Sensor,,,0,0,0,0,0,0,Synthetic heavy rain training event in Red Mesa Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000162,EVT0000162,EPI000089,SW05,Great Basin,Z094,Great Basin Zone 14,Lightning,Convective,2025-03-20T23:25:24Z,2025-03-21T00:55:24Z,Fire Department,,,0,0,0,0,0,0,Synthetic lightning training event in Great Basin Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000163,EVT0000163,EPI000090,SW07,Lake Country,Z130,Lake Country Zone 10,Hail,Convective,2025-01-18T05:16:35Z,2025-01-18T07:24:35Z,Automated Sensor,1.63,IN,0,0,0,0,0,0,Synthetic hail training event in Lake Country Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000164,EVT0000164,EPI000091,SW11,Pine Highlands,Z219,Pine Highlands Zone 19,Ice Storm,Winter,2025-05-20T00:06:11Z,2025-05-23T15:46:11Z,Public Report,,,0,0,0,0,0,9.67K,Synthetic ice storm training event in Pine Highlands Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000165,EVT0000165,EPI000091,SW06,Prairie North,Z115,Prairie North Zone 15,Hail,Convective,2025-03-23T22:45:09Z,2025-03-24T00:45:09Z,Public Report,0.7,IN,0,0,0,0,0,0,Synthetic hail training event in Prairie North Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000166,EVT0000166,EPI000092,SW07,Lake Country,Z137,Lake Country Zone 17,Flood,Flood,2025-10-29T16:45:06Z,2025-10-30T05:30:06Z,Automated Sensor,,,0,0,0,0,138.76K,0,Synthetic flood training event in Lake Country Zone 17; no real incident or person is represented.,Y
SRC_EVT_0000167,EVT0000167,EPI000093,SW08,River Valley,Z160,River Valley Zone 20,Funnel Cloud,Convective,2025-10-07T21:40:34Z,2025-10-07T22:13:34Z,Trained Spotter,,,0,0,0,0,12X,0,Synthetic funnel cloud training event in River Valley Zone 20; no real incident or person is represented.,Y
SRC_EVT_0000168,EVT0000168,EPI000093,SW04,Red Mesa,Z080,Red Mesa Zone 20,Hail,Convective,2025-03-13T23:05:06Z,2025-03-13T23:44:06Z,Fire Department,1.07,IN,0,0,0,0,0,0,Synthetic hail training event in Red Mesa Zone 20; no real incident or person is represented.,Y
SRC_EVT_0000169,EVT0000169,EPI000094,SW10,Atlantic Ridge,Z193,Atlantic Ridge Zone 13,Flood,Flood,2025-05-09T12:58:19Z,2025-05-09T22:36:19Z,Trained Spotter,,,0,0,0,0,0,0,Synthetic flood training event in Atlantic Ridge Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000170,EVT0000170,EPI000095,SW02,Cascade,Z033,Cascade Zone 13,Thunderstorm Wind,Convective,2025-02-04T23:42:49Z,2025-02-05T10:04:49Z,Automated Sensor,58.0,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Cascade Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000171,EVT0000171,EPI000096,SW06,Prairie North,Z114,Prairie North Zone 14,Thunderstorm Wind,Convective,2025-07-09T19:02:15Z,2025-07-10T00:32:15Z,Media,56.1,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Prairie North Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000172,EVT0000172,EPI000097,SW05,Great Basin,Z089,Great Basin Zone 09,High Wind,Wind,2025-02-24T22:13:07Z,2025-02-25T00:46:07Z,Fire Department,51.6,KT,0,0,0,1,28.59K,0,Synthetic high wind training event in Great Basin Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000173,EVT0000173,EPI000098,SW01,North Coast,Z003,North Coast Zone 03,Blizzard,Winter,2025-08-05T00:49:51Z,2025-08-10T19:56:51Z,Fire Department,37.2,KT,0,0,0,0,0,0,Synthetic blizzard training event in North Coast Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000174,EVT0000174,EPI000098,SW06,Prairie North,Z102,Prairie North Zone 02,Heavy Snow,Winter,2025-01-01T08:33:02Z,2025-01-02T21:47:02Z,Public Report,0.38,IN,0,0,0,0,6.71K,0,Synthetic heavy snow training event in Prairie North Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000175,EVT0000175,EPI000099,SW03,High Plains,Z056,High Plains Zone 16,Lightning,Convective,2025-11-06T04:30:49Z,2025-11-06T07:18:49Z,Fire Department,,,0,0,0,0,0,0,Synthetic lightning training event in High Plains Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000176,EVT0000176,EPI000100,SW11,Pine Highlands,Z211,Pine Highlands Zone 11,High Wind,Wind,2025-07-06T06:13:26Z,2025-07-06T14:53:26Z,Emergency Manager,82.9,KT,0,0,0,0,6.54K,0,Synthetic high wind training event in Pine Highlands Zone 11; no real incident or person is represented.,Y
